Dataset,Metric,Value,Model
medmcqa_g2b,acc_norm,0.6005747126436781,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc_norm_stderr,0.02629278328664764,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc_stderr,0.023993406146998367,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc_norm,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc_norm_stderr,0.023993406146998367,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc_stderr,0.023507721962674557,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc_norm,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc_norm_stderr,0.023507721962674557,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc,0.5306122448979592,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc_stderr,0.023791847842863624,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc_norm,0.5306122448979592,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc_norm_stderr,0.023791847842863624,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc_stderr,0.02350772196267456,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc_norm,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc_norm_stderr,0.02350772196267456,microsoft-Phi-3-medium-4k-instruct
b4b,acc,0.5996633806203414,mistralai-Mistral-7B-v0.3
b4b,acc_stderr,0.0838988660221967,mistralai-Mistral-7B-v0.3
b4b,acc_norm,0.5996633806203414,mistralai-Mistral-7B-v0.3
b4b,acc_norm_stderr,0.0838988660221967,mistralai-Mistral-7B-v0.3
b4bqa,acc,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc,0.4827586206896552,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_stderr,0.026825443578224806,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm,0.4827586206896552,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm_stderr,0.026825443578224806,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_stderr,0.023814431471909113,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm_stderr,0.023814431471909113,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc,0.47619047619047616,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_stderr,0.023809523809523815,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm,0.47619047619047616,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm_stderr,0.023809523809523815,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_stderr,0.02381443147190912,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm_stderr,0.02381443147190912,mistralai-Mistral-7B-v0.3
b4b,acc,0.5996633806203414,mistralai-Mistral-7B-v0.3
b4b,acc_stderr,0.0838988660221967,mistralai-Mistral-7B-v0.3
b4b,acc_norm,0.5996633806203414,mistralai-Mistral-7B-v0.3
b4b,acc_norm_stderr,0.0838988660221967,mistralai-Mistral-7B-v0.3
b4bqa,acc,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc,0.4827586206896552,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_stderr,0.026825443578224806,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm,0.4827586206896552,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm_stderr,0.026825443578224806,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_stderr,0.023814431471909113,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm_stderr,0.023814431471909113,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc,0.47619047619047616,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_stderr,0.023809523809523815,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm,0.47619047619047616,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm_stderr,0.023809523809523815,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_stderr,0.02381443147190912,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm_stderr,0.02381443147190912,mistralai-Mistral-7B-v0.3
b4b,acc,0.5996633806203414,mistralai-Mistral-7B-v0.3
b4b,acc_stderr,0.0838988660221967,mistralai-Mistral-7B-v0.3
b4b,acc_norm,0.5996633806203414,mistralai-Mistral-7B-v0.3
b4b,acc_norm_stderr,0.0838988660221967,mistralai-Mistral-7B-v0.3
b4bqa,acc,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc,0.4827586206896552,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_stderr,0.026825443578224806,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm,0.4827586206896552,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm_stderr,0.026825443578224806,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm,0.5689655172413793,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm_stderr,0.026584851780353615,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_stderr,0.023814431471909113,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm_stderr,0.023814431471909113,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc,0.47619047619047616,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_stderr,0.023809523809523815,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm,0.47619047619047616,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm_stderr,0.023809523809523815,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_stderr,0.02381443147190912,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm,0.5215419501133787,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm_stderr,0.02381443147190912,mistralai-Mistral-7B-v0.3
b4b,acc,0.6797307044962732,Qwen-Qwen2-7B
b4b,acc_stderr,0.0988302265475452,Qwen-Qwen2-7B
b4b,acc_norm,0.6797307044962732,Qwen-Qwen2-7B
b4b,acc_norm_stderr,0.0988302265475452,Qwen-Qwen2-7B
b4bqa,acc,0.8041294642857143,Qwen-Qwen2-7B
b4bqa,acc_stderr,0.009377773744245437,Qwen-Qwen2-7B
b4bqa,acc_norm,0.8041294642857143,Qwen-Qwen2-7B
b4bqa,acc_norm_stderr,0.009377773744245437,Qwen-Qwen2-7B
medmcqa_b2g,acc,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_b2g,acc_stderr,0.02584365983127327,Qwen-Qwen2-7B
medmcqa_b2g,acc_norm,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_b2g,acc_norm_stderr,0.02584365983127327,Qwen-Qwen2-7B
medmcqa_g2b,acc,0.5517241379310345,Qwen-Qwen2-7B
medmcqa_g2b,acc_stderr,0.02669739777037782,Qwen-Qwen2-7B
medmcqa_g2b,acc_norm,0.5517241379310345,Qwen-Qwen2-7B
medmcqa_g2b,acc_norm_stderr,0.02669739777037782,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc_stderr,0.025843659831273274,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc_norm,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc_norm_stderr,0.025843659831273274,Qwen-Qwen2-7B
medqa_4options_b2g,acc,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_b2g,acc_stderr,0.0234893213905107,Qwen-Qwen2-7B
medqa_4options_b2g,acc_norm,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_b2g,acc_norm_stderr,0.0234893213905107,Qwen-Qwen2-7B
medqa_4options_g2b,acc,0.5351473922902494,Qwen-Qwen2-7B
medqa_4options_g2b,acc_stderr,0.02377759931375425,Qwen-Qwen2-7B
medqa_4options_g2b,acc_norm,0.5351473922902494,Qwen-Qwen2-7B
medqa_4options_g2b,acc_norm_stderr,0.02377759931375425,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc_stderr,0.023489321390510704,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc_norm,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc_norm_stderr,0.023489321390510704,Qwen-Qwen2-7B
b4b,acc,0.6797307044962732,Qwen-Qwen2-7B
b4b,acc_stderr,0.0988302265475452,Qwen-Qwen2-7B
b4b,acc_norm,0.6797307044962732,Qwen-Qwen2-7B
b4b,acc_norm_stderr,0.0988302265475452,Qwen-Qwen2-7B
b4bqa,acc,0.8041294642857143,Qwen-Qwen2-7B
b4bqa,acc_stderr,0.009377773744245437,Qwen-Qwen2-7B
b4bqa,acc_norm,0.8041294642857143,Qwen-Qwen2-7B
b4bqa,acc_norm_stderr,0.009377773744245437,Qwen-Qwen2-7B
medmcqa_b2g,acc,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_b2g,acc_stderr,0.02584365983127327,Qwen-Qwen2-7B
medmcqa_b2g,acc_norm,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_b2g,acc_norm_stderr,0.02584365983127327,Qwen-Qwen2-7B
medmcqa_g2b,acc,0.5517241379310345,Qwen-Qwen2-7B
medmcqa_g2b,acc_stderr,0.02669739777037782,Qwen-Qwen2-7B
medmcqa_g2b,acc_norm,0.5517241379310345,Qwen-Qwen2-7B
medmcqa_g2b,acc_norm_stderr,0.02669739777037782,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc_stderr,0.025843659831273274,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc_norm,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc_norm_stderr,0.025843659831273274,Qwen-Qwen2-7B
medqa_4options_b2g,acc,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_b2g,acc_stderr,0.0234893213905107,Qwen-Qwen2-7B
medqa_4options_b2g,acc_norm,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_b2g,acc_norm_stderr,0.0234893213905107,Qwen-Qwen2-7B
medqa_4options_g2b,acc,0.5351473922902494,Qwen-Qwen2-7B
medqa_4options_g2b,acc_stderr,0.02377759931375425,Qwen-Qwen2-7B
medqa_4options_g2b,acc_norm,0.5351473922902494,Qwen-Qwen2-7B
medqa_4options_g2b,acc_norm_stderr,0.02377759931375425,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc_stderr,0.023489321390510704,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc_norm,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc_norm_stderr,0.023489321390510704,Qwen-Qwen2-7B
b4b,acc,0.6797307044962732,Qwen-Qwen2-7B
b4b,acc_stderr,0.0988302265475452,Qwen-Qwen2-7B
b4b,acc_norm,0.6797307044962732,Qwen-Qwen2-7B
b4b,acc_norm_stderr,0.0988302265475452,Qwen-Qwen2-7B
b4bqa,acc,0.8041294642857143,Qwen-Qwen2-7B
b4bqa,acc_stderr,0.009377773744245437,Qwen-Qwen2-7B
b4bqa,acc_norm,0.8041294642857143,Qwen-Qwen2-7B
b4bqa,acc_norm_stderr,0.009377773744245437,Qwen-Qwen2-7B
medmcqa_b2g,acc,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_b2g,acc_stderr,0.02584365983127327,Qwen-Qwen2-7B
medmcqa_b2g,acc_norm,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_b2g,acc_norm_stderr,0.02584365983127327,Qwen-Qwen2-7B
medmcqa_g2b,acc,0.5517241379310345,Qwen-Qwen2-7B
medmcqa_g2b,acc_stderr,0.02669739777037782,Qwen-Qwen2-7B
medmcqa_g2b,acc_norm,0.5517241379310345,Qwen-Qwen2-7B
medmcqa_g2b,acc_norm_stderr,0.02669739777037782,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc_stderr,0.025843659831273274,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc_norm,0.6350574712643678,Qwen-Qwen2-7B
medmcqa_orig_filtered,acc_norm_stderr,0.025843659831273274,Qwen-Qwen2-7B
medqa_4options_b2g,acc,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_b2g,acc_stderr,0.0234893213905107,Qwen-Qwen2-7B
medqa_4options_b2g,acc_norm,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_b2g,acc_norm_stderr,0.0234893213905107,Qwen-Qwen2-7B
medqa_4options_g2b,acc,0.5351473922902494,Qwen-Qwen2-7B
medqa_4options_g2b,acc_stderr,0.02377759931375425,Qwen-Qwen2-7B
medqa_4options_g2b,acc_norm,0.5351473922902494,Qwen-Qwen2-7B
medqa_4options_g2b,acc_norm_stderr,0.02377759931375425,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc_stderr,0.023489321390510704,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc_norm,0.5850340136054422,Qwen-Qwen2-7B
medqa_4options_orig_filtered,acc_norm_stderr,0.023489321390510704,Qwen-Qwen2-7B
