Dataset,Metric,Value,Model
medqa_4options_orig_filtered,acc_norm_stderr,0.02220147678894261,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_b2g,acc,0.6071428571428571,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_b2g,acc_stderr,0.0658538889806635,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_g2b,acc,0.5892857142857143,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_g2b,acc_stderr,0.06633634150359542,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_orig_filtered,acc,0.6071428571428571,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_orig_filtered,acc_stderr,0.0658538889806635,mistralai-Mistral-7B-v0.3
b4b,acc,0.5824659727782225,mistralai-Mistral-7B-v0.3
b4b,acc_stderr,0.08515424221657852,mistralai-Mistral-7B-v0.3
b4b,acc_norm,0.581814415907208,mistralai-Mistral-7B-v0.3
b4b,acc_norm_stderr,0.007339897717417354,mistralai-Mistral-7B-v0.3
b4bqa,acc,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc,0.5634920634920635,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_stderr,0.022113423407025164,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm,0.5634920634920635,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm_stderr,0.022113423407025164,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc,0.45436507936507936,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_stderr,0.022200847780753347,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm,0.45436507936507936,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm_stderr,0.022200847780753347,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc,0.5654761904761905,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_stderr,0.022101917752795727,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm,0.5654761904761905,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm_stderr,0.022101917752795727,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc,0.5118110236220472,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_stderr,0.022199583294816916,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm,0.5118110236220472,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm_stderr,0.022199583294816916,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc,0.4566929133858268,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_stderr,0.022122328731374537,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm,0.4566929133858268,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm_stderr,0.022122328731374537,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc,0.5098425196850394,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_stderr,0.02220147678894261,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm,0.5098425196850394,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm_stderr,0.02220147678894261,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_b2g,acc,0.6071428571428571,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_b2g,acc_stderr,0.0658538889806635,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_g2b,acc,0.5892857142857143,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_g2b,acc_stderr,0.06633634150359542,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_orig_filtered,acc,0.6071428571428571,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_orig_filtered,acc_stderr,0.0658538889806635,mistralai-Mistral-7B-v0.3
b4b,acc,0.5824659727782225,mistralai-Mistral-7B-v0.3
b4b,acc_stderr,0.08515424221657852,mistralai-Mistral-7B-v0.3
b4b,acc_norm,0.581814415907208,mistralai-Mistral-7B-v0.3
b4b,acc_norm_stderr,0.007339897717417354,mistralai-Mistral-7B-v0.3
b4bqa,acc,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm,0.703125,mistralai-Mistral-7B-v0.3
b4bqa,acc_norm_stderr,0.010795811437682205,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc,0.5634920634920635,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_stderr,0.022113423407025164,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm,0.5634920634920635,mistralai-Mistral-7B-v0.3
medmcqa_b2g,acc_norm_stderr,0.022113423407025164,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc,0.45436507936507936,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_stderr,0.022200847780753347,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm,0.45436507936507936,mistralai-Mistral-7B-v0.3
medmcqa_g2b,acc_norm_stderr,0.022200847780753347,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc,0.5654761904761905,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_stderr,0.022101917752795727,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm,0.5654761904761905,mistralai-Mistral-7B-v0.3
medmcqa_orig_filtered,acc_norm_stderr,0.022101917752795727,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc,0.5118110236220472,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_stderr,0.022199583294816916,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm,0.5118110236220472,mistralai-Mistral-7B-v0.3
medqa_4options_b2g,acc_norm_stderr,0.022199583294816916,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc,0.4566929133858268,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_stderr,0.022122328731374537,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm,0.4566929133858268,mistralai-Mistral-7B-v0.3
medqa_4options_g2b,acc_norm_stderr,0.022122328731374537,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc,0.5098425196850394,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_stderr,0.02220147678894261,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm,0.5098425196850394,mistralai-Mistral-7B-v0.3
medqa_4options_orig_filtered,acc_norm_stderr,0.02220147678894261,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_b2g,acc,0.6071428571428571,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_b2g,acc_stderr,0.0658538889806635,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_g2b,acc,0.5892857142857143,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_g2b,acc_stderr,0.06633634150359542,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_orig_filtered,acc,0.6071428571428571,mistralai-Mistral-7B-v0.3
mmlu_professional_medicine_orig_filtered,acc_stderr,0.0658538889806635,mistralai-Mistral-7B-v0.3
b4b,acc,0.5814651721377103,Qwen-Qwen1.5-7B
b4b,acc_stderr,0.0997045183945927,Qwen-Qwen1.5-7B
b4b,acc_norm,0.5814001657000829,Qwen-Qwen1.5-7B
b4b,acc_norm_stderr,0.010133429973905253,Qwen-Qwen1.5-7B
b4bqa,acc,0.7293526785714286,Qwen-Qwen1.5-7B
b4bqa,acc_stderr,0.010498393932953456,Qwen-Qwen1.5-7B
b4bqa,acc_norm,0.7293526785714286,Qwen-Qwen1.5-7B
b4bqa,acc_norm_stderr,0.010498393932953456,Qwen-Qwen1.5-7B
medmcqa_b2g,acc,0.5436507936507936,Qwen-Qwen1.5-7B
medmcqa_b2g,acc_stderr,0.022208778386099838,Qwen-Qwen1.5-7B
medmcqa_b2g,acc_norm,0.5436507936507936,Qwen-Qwen1.5-7B
medmcqa_b2g,acc_norm_stderr,0.022208778386099838,Qwen-Qwen1.5-7B
medmcqa_g2b,acc,0.4662698412698413,Qwen-Qwen1.5-7B
medmcqa_g2b,acc_stderr,0.022243111668199027,Qwen-Qwen1.5-7B
medmcqa_g2b,acc_norm,0.4662698412698413,Qwen-Qwen1.5-7B
medmcqa_g2b,acc_norm_stderr,0.022243111668199027,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc,0.5476190476190477,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc_stderr,0.022192561678288574,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc_norm,0.5476190476190477,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc_norm_stderr,0.022192561678288574,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc_stderr,0.022191835500120258,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc_norm,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc_norm_stderr,0.022191835500120258,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc,0.44291338582677164,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc_stderr,0.022060572810922933,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc_norm,0.44291338582677164,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc_norm_stderr,0.022060572810922933,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc_stderr,0.022191835500120247,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc_norm,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc_norm_stderr,0.022191835500120247,Qwen-Qwen1.5-7B
mmlu_professional_medicine_b2g,acc,0.5892857142857143,Qwen-Qwen1.5-7B
mmlu_professional_medicine_b2g,acc_stderr,0.06633634150359541,Qwen-Qwen1.5-7B
mmlu_professional_medicine_g2b,acc,0.5714285714285714,Qwen-Qwen1.5-7B
mmlu_professional_medicine_g2b,acc_stderr,0.06672848092813058,Qwen-Qwen1.5-7B
mmlu_professional_medicine_orig_filtered,acc,0.5892857142857143,Qwen-Qwen1.5-7B
mmlu_professional_medicine_orig_filtered,acc_stderr,0.0663363415035954,Qwen-Qwen1.5-7B
b4b,acc,0.5814651721377103,Qwen-Qwen1.5-7B
b4b,acc_stderr,0.0997045183945927,Qwen-Qwen1.5-7B
b4b,acc_norm,0.5814001657000829,Qwen-Qwen1.5-7B
b4b,acc_norm_stderr,0.010133429973905253,Qwen-Qwen1.5-7B
b4bqa,acc,0.7293526785714286,Qwen-Qwen1.5-7B
b4bqa,acc_stderr,0.010498393932953456,Qwen-Qwen1.5-7B
b4bqa,acc_norm,0.7293526785714286,Qwen-Qwen1.5-7B
b4bqa,acc_norm_stderr,0.010498393932953456,Qwen-Qwen1.5-7B
medmcqa_b2g,acc,0.5436507936507936,Qwen-Qwen1.5-7B
medmcqa_b2g,acc_stderr,0.022208778386099838,Qwen-Qwen1.5-7B
medmcqa_b2g,acc_norm,0.5436507936507936,Qwen-Qwen1.5-7B
medmcqa_b2g,acc_norm_stderr,0.022208778386099838,Qwen-Qwen1.5-7B
medmcqa_g2b,acc,0.4662698412698413,Qwen-Qwen1.5-7B
medmcqa_g2b,acc_stderr,0.022243111668199027,Qwen-Qwen1.5-7B
medmcqa_g2b,acc_norm,0.4662698412698413,Qwen-Qwen1.5-7B
medmcqa_g2b,acc_norm_stderr,0.022243111668199027,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc,0.5476190476190477,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc_stderr,0.022192561678288574,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc_norm,0.5476190476190477,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc_norm_stderr,0.022192561678288574,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc_stderr,0.022191835500120258,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc_norm,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc_norm_stderr,0.022191835500120258,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc,0.44291338582677164,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc_stderr,0.022060572810922933,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc_norm,0.44291338582677164,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc_norm_stderr,0.022060572810922933,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc_stderr,0.022191835500120247,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc_norm,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc_norm_stderr,0.022191835500120247,Qwen-Qwen1.5-7B
mmlu_professional_medicine_b2g,acc,0.5892857142857143,Qwen-Qwen1.5-7B
mmlu_professional_medicine_b2g,acc_stderr,0.06633634150359541,Qwen-Qwen1.5-7B
mmlu_professional_medicine_g2b,acc,0.5714285714285714,Qwen-Qwen1.5-7B
mmlu_professional_medicine_g2b,acc_stderr,0.06672848092813058,Qwen-Qwen1.5-7B
mmlu_professional_medicine_orig_filtered,acc,0.5892857142857143,Qwen-Qwen1.5-7B
mmlu_professional_medicine_orig_filtered,acc_stderr,0.0663363415035954,Qwen-Qwen1.5-7B
b4b,acc,0.5814651721377103,Qwen-Qwen1.5-7B
b4b,acc_stderr,0.0997045183945927,Qwen-Qwen1.5-7B
b4b,acc_norm,0.5814001657000829,Qwen-Qwen1.5-7B
b4b,acc_norm_stderr,0.010133429973905253,Qwen-Qwen1.5-7B
b4bqa,acc,0.7293526785714286,Qwen-Qwen1.5-7B
b4bqa,acc_stderr,0.010498393932953456,Qwen-Qwen1.5-7B
b4bqa,acc_norm,0.7293526785714286,Qwen-Qwen1.5-7B
b4bqa,acc_norm_stderr,0.010498393932953456,Qwen-Qwen1.5-7B
medmcqa_b2g,acc,0.5436507936507936,Qwen-Qwen1.5-7B
medmcqa_b2g,acc_stderr,0.022208778386099838,Qwen-Qwen1.5-7B
medmcqa_b2g,acc_norm,0.5436507936507936,Qwen-Qwen1.5-7B
medmcqa_b2g,acc_norm_stderr,0.022208778386099838,Qwen-Qwen1.5-7B
medmcqa_g2b,acc,0.4662698412698413,Qwen-Qwen1.5-7B
medmcqa_g2b,acc_stderr,0.022243111668199027,Qwen-Qwen1.5-7B
medmcqa_g2b,acc_norm,0.4662698412698413,Qwen-Qwen1.5-7B
medmcqa_g2b,acc_norm_stderr,0.022243111668199027,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc,0.5476190476190477,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc_stderr,0.022192561678288574,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc_norm,0.5476190476190477,Qwen-Qwen1.5-7B
medmcqa_orig_filtered,acc_norm_stderr,0.022192561678288574,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc_stderr,0.022191835500120258,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc_norm,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_b2g,acc_norm_stderr,0.022191835500120258,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc,0.44291338582677164,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc_stderr,0.022060572810922933,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc_norm,0.44291338582677164,Qwen-Qwen1.5-7B
medqa_4options_g2b,acc_norm_stderr,0.022060572810922933,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc_stderr,0.022191835500120247,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc_norm,0.4822834645669291,Qwen-Qwen1.5-7B
medqa_4options_orig_filtered,acc_norm_stderr,0.022191835500120247,Qwen-Qwen1.5-7B
mmlu_professional_medicine_b2g,acc,0.5892857142857143,Qwen-Qwen1.5-7B
mmlu_professional_medicine_b2g,acc_stderr,0.06633634150359541,Qwen-Qwen1.5-7B
mmlu_professional_medicine_g2b,acc,0.5714285714285714,Qwen-Qwen1.5-7B
mmlu_professional_medicine_g2b,acc_stderr,0.06672848092813058,Qwen-Qwen1.5-7B
mmlu_professional_medicine_orig_filtered,acc,0.5892857142857143,Qwen-Qwen1.5-7B
mmlu_professional_medicine_orig_filtered,acc_stderr,0.0663363415035954,Qwen-Qwen1.5-7B
b4b,acc,0.3520816653322658,meta-llama-Llama-2-7b-hf
b4b,acc_stderr,0.024839073249066947,meta-llama-Llama-2-7b-hf
b4b,acc_norm,0.3512841756420878,meta-llama-Llama-2-7b-hf
b4b,acc_norm_stderr,0.00047429756981338185,meta-llama-Llama-2-7b-hf
b4bqa,acc,0.3671875,meta-llama-Llama-2-7b-hf
b4bqa,acc_stderr,0.011390261002156017,meta-llama-Llama-2-7b-hf
b4bqa,acc_norm,0.3671875,meta-llama-Llama-2-7b-hf
b4bqa,acc_norm_stderr,0.011390261002156017,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc,0.33134920634920634,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc_stderr,0.020987400830976527,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc_norm,0.33134920634920634,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc_norm_stderr,0.020987400830976527,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc,0.3392857142857143,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc_stderr,0.021110846258645344,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc_norm,0.3392857142857143,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc_norm_stderr,0.021110846258645344,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc,0.3333333333333333,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc_stderr,0.021018888703981106,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc_norm,0.3333333333333333,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc_norm_stderr,0.021018888703981106,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc,0.35826771653543305,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc_stderr,0.0212949586974216,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc_norm,0.35826771653543305,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc_norm_stderr,0.0212949586974216,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc,0.3346456692913386,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc_stderr,0.02095632470166831,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc_norm,0.3346456692913386,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc_norm_stderr,0.02095632470166831,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc,0.3543307086614173,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc_stderr,0.02124249293367678,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc_norm,0.3543307086614173,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc_norm_stderr,0.02124249293367678,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_b2g,acc,0.375,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_b2g,acc_stderr,0.06527912098338669,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_g2b,acc,0.375,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_g2b,acc_stderr,0.06527912098338669,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_orig_filtered,acc,0.375,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_orig_filtered,acc_stderr,0.06527912098338669,meta-llama-Llama-2-7b-hf
b4b,acc,0.3520816653322658,meta-llama-Llama-2-7b-hf
b4b,acc_stderr,0.024839073249066947,meta-llama-Llama-2-7b-hf
b4b,acc_norm,0.3512841756420878,meta-llama-Llama-2-7b-hf
b4b,acc_norm_stderr,0.00047429756981338185,meta-llama-Llama-2-7b-hf
b4bqa,acc,0.3671875,meta-llama-Llama-2-7b-hf
b4bqa,acc_stderr,0.011390261002156017,meta-llama-Llama-2-7b-hf
b4bqa,acc_norm,0.3671875,meta-llama-Llama-2-7b-hf
b4bqa,acc_norm_stderr,0.011390261002156017,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc,0.33134920634920634,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc_stderr,0.020987400830976527,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc_norm,0.33134920634920634,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc_norm_stderr,0.020987400830976527,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc,0.3392857142857143,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc_stderr,0.021110846258645344,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc_norm,0.3392857142857143,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc_norm_stderr,0.021110846258645344,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc,0.3333333333333333,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc_stderr,0.021018888703981106,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc_norm,0.3333333333333333,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc_norm_stderr,0.021018888703981106,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc,0.35826771653543305,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc_stderr,0.0212949586974216,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc_norm,0.35826771653543305,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc_norm_stderr,0.0212949586974216,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc,0.3346456692913386,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc_stderr,0.02095632470166831,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc_norm,0.3346456692913386,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc_norm_stderr,0.02095632470166831,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc,0.3543307086614173,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc_stderr,0.02124249293367678,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc_norm,0.3543307086614173,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc_norm_stderr,0.02124249293367678,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_b2g,acc,0.375,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_b2g,acc_stderr,0.06527912098338669,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_g2b,acc,0.375,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_g2b,acc_stderr,0.06527912098338669,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_orig_filtered,acc,0.375,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_orig_filtered,acc_stderr,0.06527912098338669,meta-llama-Llama-2-7b-hf
b4b,acc,0.3520816653322658,meta-llama-Llama-2-7b-hf
b4b,acc_stderr,0.024839073249066947,meta-llama-Llama-2-7b-hf
b4b,acc_norm,0.3512841756420878,meta-llama-Llama-2-7b-hf
b4b,acc_norm_stderr,0.00047429756981338185,meta-llama-Llama-2-7b-hf
b4bqa,acc,0.3671875,meta-llama-Llama-2-7b-hf
b4bqa,acc_stderr,0.011390261002156017,meta-llama-Llama-2-7b-hf
b4bqa,acc_norm,0.3671875,meta-llama-Llama-2-7b-hf
b4bqa,acc_norm_stderr,0.011390261002156017,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc,0.33134920634920634,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc_stderr,0.020987400830976527,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc_norm,0.33134920634920634,meta-llama-Llama-2-7b-hf
medmcqa_b2g,acc_norm_stderr,0.020987400830976527,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc,0.3392857142857143,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc_stderr,0.021110846258645344,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc_norm,0.3392857142857143,meta-llama-Llama-2-7b-hf
medmcqa_g2b,acc_norm_stderr,0.021110846258645344,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc,0.3333333333333333,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc_stderr,0.021018888703981106,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc_norm,0.3333333333333333,meta-llama-Llama-2-7b-hf
medmcqa_orig_filtered,acc_norm_stderr,0.021018888703981106,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc,0.35826771653543305,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc_stderr,0.0212949586974216,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc_norm,0.35826771653543305,meta-llama-Llama-2-7b-hf
medqa_4options_b2g,acc_norm_stderr,0.0212949586974216,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc,0.3346456692913386,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc_stderr,0.02095632470166831,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc_norm,0.3346456692913386,meta-llama-Llama-2-7b-hf
medqa_4options_g2b,acc_norm_stderr,0.02095632470166831,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc,0.3543307086614173,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc_stderr,0.02124249293367678,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc_norm,0.3543307086614173,meta-llama-Llama-2-7b-hf
medqa_4options_orig_filtered,acc_norm_stderr,0.02124249293367678,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_b2g,acc,0.375,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_b2g,acc_stderr,0.06527912098338669,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_g2b,acc,0.375,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_g2b,acc_stderr,0.06527912098338669,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_orig_filtered,acc,0.375,meta-llama-Llama-2-7b-hf
mmlu_professional_medicine_orig_filtered,acc_stderr,0.06527912098338669,meta-llama-Llama-2-7b-hf
b4b,acc,0.6691353082465973,meta-llama-Meta-Llama-3-8B
b4b,acc_stderr,0.10579458838988333,meta-llama-Meta-Llama-3-8B
b4b,acc_norm,0.6685998342999171,meta-llama-Meta-Llama-3-8B
b4b,acc_norm_stderr,0.011430023789129959,meta-llama-Meta-Llama-3-8B
b4bqa,acc,0.8275669642857143,meta-llama-Meta-Llama-3-8B
b4bqa,acc_stderr,0.008926146635101734,meta-llama-Meta-Llama-3-8B
b4bqa,acc_norm,0.8275669642857143,meta-llama-Meta-Llama-3-8B
b4bqa,acc_norm_stderr,0.008926146635101734,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc,0.6051587301587301,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc_stderr,0.02179525371350808,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc_norm,0.6051587301587301,meta-llama-Meta-Llama-3-8B
