Dataset,Metric,Value,Model,Direction
b4bqa,acc_stderr,0.0081732886778842,mistralai-Mixtral-8x7B-v0.1,none
b4bqa,acc_norm,0.8610491071428571,mistralai-Mixtral-8x7B-v0.1,none
b4bqa,acc_norm_stderr,0.0081732886778842,mistralai-Mixtral-8x7B-v0.1,none
medmcqa,acc,0.5545977011494253,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medmcqa,acc_stderr,0.0266809028957954,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medmcqa,acc_norm,0.5545977011494253,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medmcqa,acc_norm_stderr,0.0266809028957954,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medmcqa,acc,0.6494252873563219,mistralai-Mixtral-8x7B-v0.1,none
medmcqa,acc_stderr,0.0256147518903627,mistralai-Mixtral-8x7B-v0.1,none
medmcqa,acc_norm,0.6494252873563219,mistralai-Mixtral-8x7B-v0.1,none
medmcqa,acc_norm_stderr,0.0256147518903627,mistralai-Mixtral-8x7B-v0.1,none
medqa_4options,acc,0.6005291005291006,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medqa_4options,acc_stderr,0.0252254502840679,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medqa_4options,acc_norm,0.6005291005291006,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medqa_4options,acc_norm_stderr,0.0252254502840679,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medqa_4options,acc,0.6243386243386243,mistralai-Mixtral-8x7B-v0.1,none
medqa_4options,acc_stderr,0.0249423689311597,mistralai-Mixtral-8x7B-v0.1,none
medqa_4options,acc_norm,0.6243386243386243,mistralai-Mixtral-8x7B-v0.1,none
medqa_4options,acc_norm_stderr,0.0249423689311597,mistralai-Mixtral-8x7B-v0.1,none
b4b,acc,0.7475339087546239,mistralai-Mixtral-8x7B-v0.1,none
b4b,acc_stderr,0.1108782404850995,mistralai-Mixtral-8x7B-v0.1,none
b4b,acc_norm,0.7475339087546239,mistralai-Mixtral-8x7B-v0.1,none
b4b,acc_norm_stderr,0.1108782404850995,mistralai-Mixtral-8x7B-v0.1,none
b4bqa,acc,0.8610491071428571,mistralai-Mixtral-8x7B-v0.1,none
b4bqa,acc_stderr,0.0081732886778842,mistralai-Mixtral-8x7B-v0.1,none
b4bqa,acc_norm,0.8610491071428571,mistralai-Mixtral-8x7B-v0.1,none
b4bqa,acc_norm_stderr,0.0081732886778842,mistralai-Mixtral-8x7B-v0.1,none
medmcqa,acc,0.5545977011494253,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medmcqa,acc_stderr,0.0266809028957954,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medmcqa,acc_norm,0.5545977011494253,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medmcqa,acc_norm_stderr,0.0266809028957954,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medmcqa,acc,0.6494252873563219,mistralai-Mixtral-8x7B-v0.1,none
medmcqa,acc_stderr,0.0256147518903627,mistralai-Mixtral-8x7B-v0.1,none
medmcqa,acc_norm,0.6494252873563219,mistralai-Mixtral-8x7B-v0.1,none
medmcqa,acc_norm_stderr,0.0256147518903627,mistralai-Mixtral-8x7B-v0.1,none
medqa_4options,acc,0.6005291005291006,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medqa_4options,acc_stderr,0.0252254502840679,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medqa_4options,acc_norm,0.6005291005291006,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medqa_4options,acc_norm_stderr,0.0252254502840679,mistralai-Mixtral-8x7B-v0.1,generic_to_brand
medqa_4options,acc,0.6243386243386243,mistralai-Mixtral-8x7B-v0.1,none
medqa_4options,acc_stderr,0.0249423689311597,mistralai-Mixtral-8x7B-v0.1,none
medqa_4options,acc_norm,0.6243386243386243,mistralai-Mixtral-8x7B-v0.1,none
medqa_4options,acc_norm_stderr,0.0249423689311597,mistralai-Mixtral-8x7B-v0.1,none
b4b,acc,0.7882244143033293,mistralai-Mixtral-8x22B-v0.1,none
b4b,acc_stderr,0.08841138813945,mistralai-Mixtral-8x22B-v0.1,none
b4b,acc_norm,0.7882244143033293,mistralai-Mixtral-8x22B-v0.1,none
b4b,acc_norm_stderr,0.08841138813945,mistralai-Mixtral-8x22B-v0.1,none
b4bqa,acc,0.8772321428571429,mistralai-Mixtral-8x22B-v0.1,none
b4bqa,acc_stderr,0.0077544645160342,mistralai-Mixtral-8x22B-v0.1,none
b4bqa,acc_norm,0.8772321428571429,mistralai-Mixtral-8x22B-v0.1,none
b4bqa,acc_norm_stderr,0.0077544645160342,mistralai-Mixtral-8x22B-v0.1,none
medmcqa,acc,0.617816091954023,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medmcqa,acc_stderr,0.0260856143333626,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medmcqa,acc_norm,0.617816091954023,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medmcqa,acc_norm_stderr,0.0260856143333626,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medmcqa,acc,0.7040229885057471,mistralai-Mixtral-8x22B-v0.1,none
medmcqa,acc_stderr,0.0245051673760905,mistralai-Mixtral-8x22B-v0.1,none
medmcqa,acc_norm,0.7040229885057471,mistralai-Mixtral-8x22B-v0.1,none
medmcqa,acc_norm_stderr,0.0245051673760905,mistralai-Mixtral-8x22B-v0.1,none
medqa_4options,acc,0.6746031746031746,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medqa_4options,acc_stderr,0.0241301582997626,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medqa_4options,acc_norm,0.6746031746031746,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medqa_4options,acc_norm_stderr,0.0241301582997626,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medqa_4options,acc,0.7142857142857143,mistralai-Mixtral-8x22B-v0.1,none
medqa_4options,acc_stderr,0.0232665122137305,mistralai-Mixtral-8x22B-v0.1,none
medqa_4options,acc_norm,0.7142857142857143,mistralai-Mixtral-8x22B-v0.1,none
medqa_4options,acc_norm_stderr,0.0232665122137305,mistralai-Mixtral-8x22B-v0.1,none
b4b,acc,0.7882244143033293,mistralai-Mixtral-8x22B-v0.1,none
b4b,acc_stderr,0.08841138813945,mistralai-Mixtral-8x22B-v0.1,none
b4b,acc_norm,0.7882244143033293,mistralai-Mixtral-8x22B-v0.1,none
b4b,acc_norm_stderr,0.08841138813945,mistralai-Mixtral-8x22B-v0.1,none
b4bqa,acc,0.8772321428571429,mistralai-Mixtral-8x22B-v0.1,none
b4bqa,acc_stderr,0.0077544645160342,mistralai-Mixtral-8x22B-v0.1,none
b4bqa,acc_norm,0.8772321428571429,mistralai-Mixtral-8x22B-v0.1,none
b4bqa,acc_norm_stderr,0.0077544645160342,mistralai-Mixtral-8x22B-v0.1,none
medmcqa,acc,0.617816091954023,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medmcqa,acc_stderr,0.0260856143333626,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medmcqa,acc_norm,0.617816091954023,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medmcqa,acc_norm_stderr,0.0260856143333626,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medmcqa,acc,0.7040229885057471,mistralai-Mixtral-8x22B-v0.1,none
medmcqa,acc_stderr,0.0245051673760905,mistralai-Mixtral-8x22B-v0.1,none
medmcqa,acc_norm,0.7040229885057471,mistralai-Mixtral-8x22B-v0.1,none
medmcqa,acc_norm_stderr,0.0245051673760905,mistralai-Mixtral-8x22B-v0.1,none
medqa_4options,acc,0.6746031746031746,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medqa_4options,acc_stderr,0.0241301582997626,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medqa_4options,acc_norm,0.6746031746031746,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medqa_4options,acc_norm_stderr,0.0241301582997626,mistralai-Mixtral-8x22B-v0.1,generic_to_brand
medqa_4options,acc,0.7142857142857143,mistralai-Mixtral-8x22B-v0.1,none
medqa_4options,acc_stderr,0.0232665122137305,mistralai-Mixtral-8x22B-v0.1,none
medqa_4options,acc_norm,0.7142857142857143,mistralai-Mixtral-8x22B-v0.1,none
medqa_4options,acc_norm_stderr,0.0232665122137305,mistralai-Mixtral-8x22B-v0.1,none
b4b,acc,0.656288532675709,meta-llama-Llama-2-70B-hf,none
b4b,acc_stderr,0.1109942232148866,meta-llama-Llama-2-70B-hf,none
b4b,acc_norm,0.656288532675709,meta-llama-Llama-2-70B-hf,none
b4b,acc_norm_stderr,0.1109942232148866,meta-llama-Llama-2-70B-hf,none
b4bqa,acc,0.7700892857142857,meta-llama-Llama-2-70B-hf,none
b4bqa,acc_stderr,0.009942654607749,meta-llama-Llama-2-70B-hf,none
b4bqa,acc_norm,0.7700892857142857,meta-llama-Llama-2-70B-hf,none
b4bqa,acc_norm_stderr,0.009942654607749,meta-llama-Llama-2-70B-hf,none
medmcqa,acc,0.4597701149425287,meta-llama-Llama-2-70B-hf,generic_to_brand
medmcqa,acc_stderr,0.0267543826757057,meta-llama-Llama-2-70B-hf,generic_to_brand
medmcqa,acc_norm,0.4597701149425287,meta-llama-Llama-2-70B-hf,generic_to_brand
medmcqa,acc_norm_stderr,0.0267543826757057,meta-llama-Llama-2-70B-hf,generic_to_brand
medmcqa,acc,0.5229885057471264,meta-llama-Llama-2-70B-hf,none
medmcqa,acc_stderr,0.0268130215152395,meta-llama-Llama-2-70B-hf,none
medmcqa,acc_norm,0.5229885057471264,meta-llama-Llama-2-70B-hf,none
medmcqa,acc_norm_stderr,0.0268130215152395,meta-llama-Llama-2-70B-hf,none
medqa_4options,acc,0.5264550264550265,meta-llama-Llama-2-70B-hf,generic_to_brand
medqa_4options,acc_stderr,0.0257152398113467,meta-llama-Llama-2-70B-hf,generic_to_brand
medqa_4options,acc_norm,0.5264550264550265,meta-llama-Llama-2-70B-hf,generic_to_brand
medqa_4options,acc_norm_stderr,0.0257152398113467,meta-llama-Llama-2-70B-hf,generic_to_brand
medqa_4options,acc,0.5502645502645502,meta-llama-Llama-2-70B-hf,none
medqa_4options,acc_stderr,0.0256208570429366,meta-llama-Llama-2-70B-hf,none
medqa_4options,acc_norm,0.5502645502645502,meta-llama-Llama-2-70B-hf,none
medqa_4options,acc_norm_stderr,0.0256208570429366,meta-llama-Llama-2-70B-hf,none
b4b,acc,0.656288532675709,meta-llama-Llama-2-70B-hf,none
b4b,acc_stderr,0.1109942232148866,meta-llama-Llama-2-70B-hf,none
b4b,acc_norm,0.656288532675709,meta-llama-Llama-2-70B-hf,none
b4b,acc_norm_stderr,0.1109942232148866,meta-llama-Llama-2-70B-hf,none
b4bqa,acc,0.7700892857142857,meta-llama-Llama-2-70B-hf,none
b4bqa,acc_stderr,0.009942654607749,meta-llama-Llama-2-70B-hf,none
b4bqa,acc_norm,0.7700892857142857,meta-llama-Llama-2-70B-hf,none
b4bqa,acc_norm_stderr,0.009942654607749,meta-llama-Llama-2-70B-hf,none
medmcqa,acc,0.4597701149425287,meta-llama-Llama-2-70B-hf,generic_to_brand
medmcqa,acc_stderr,0.0267543826757057,meta-llama-Llama-2-70B-hf,generic_to_brand
medmcqa,acc_norm,0.4597701149425287,meta-llama-Llama-2-70B-hf,generic_to_brand
medmcqa,acc_norm_stderr,0.0267543826757057,meta-llama-Llama-2-70B-hf,generic_to_brand
medmcqa,acc,0.5229885057471264,meta-llama-Llama-2-70B-hf,none
medmcqa,acc_stderr,0.0268130215152395,meta-llama-Llama-2-70B-hf,none
medmcqa,acc_norm,0.5229885057471264,meta-llama-Llama-2-70B-hf,none
medmcqa,acc_norm_stderr,0.0268130215152395,meta-llama-Llama-2-70B-hf,none
medqa_4options,acc,0.5264550264550265,meta-llama-Llama-2-70B-hf,generic_to_brand
medqa_4options,acc_stderr,0.0257152398113467,meta-llama-Llama-2-70B-hf,generic_to_brand
medqa_4options,acc_norm,0.5264550264550265,meta-llama-Llama-2-70B-hf,generic_to_brand
medqa_4options,acc_norm_stderr,0.0257152398113467,meta-llama-Llama-2-70B-hf,generic_to_brand
medqa_4options,acc,0.5502645502645502,meta-llama-Llama-2-70B-hf,none
medqa_4options,acc_stderr,0.0256208570429366,meta-llama-Llama-2-70B-hf,none
medqa_4options,acc_norm,0.5502645502645502,meta-llama-Llama-2-70B-hf,none
medqa_4options,acc_norm_stderr,0.0256208570429366,meta-llama-Llama-2-70B-hf,none
b4b,acc,0.8255240443896424,meta-llama-Meta-Llama-3-70B,none
b4b,acc_stderr,0.0770072258857472,meta-llama-Meta-Llama-3-70B,none
b4b,acc_norm,0.8255240443896424,meta-llama-Meta-Llama-3-70B,none
b4b,acc_norm_stderr,0.0770072258857472,meta-llama-Meta-Llama-3-70B,none
b4bqa,acc,0.9012276785714286,meta-llama-Meta-Llama-3-70B,none
b4bqa,acc_stderr,0.0070499672296176,meta-llama-Meta-Llama-3-70B,none
b4bqa,acc_norm,0.9012276785714286,meta-llama-Meta-Llama-3-70B,none
b4bqa,acc_norm_stderr,0.0070499672296176,meta-llama-Meta-Llama-3-70B,none
medmcqa,acc,0.6666666666666666,meta-llama-Meta-Llama-3-70B,generic_to_brand
medmcqa,acc_stderr,0.0253063206000374,meta-llama-Meta-Llama-3-70B,generic_to_brand
medmcqa,acc_norm,0.6666666666666666,meta-llama-Meta-Llama-3-70B,generic_to_brand
medmcqa,acc_norm_stderr,0.0253063206000374,meta-llama-Meta-Llama-3-70B,generic_to_brand
medmcqa,acc,0.7816091954022989,meta-llama-Meta-Llama-3-70B,none
medmcqa,acc_stderr,0.0221792709687599,meta-llama-Meta-Llama-3-70B,none
medmcqa,acc_norm,0.7816091954022989,meta-llama-Meta-Llama-3-70B,none
medmcqa,acc_norm_stderr,0.0221792709687599,meta-llama-Meta-Llama-3-70B,none
medqa_4options,acc,0.7275132275132276,meta-llama-Meta-Llama-3-70B,generic_to_brand
medqa_4options,acc_stderr,0.0229309730716333,meta-llama-Meta-Llama-3-70B,generic_to_brand
medqa_4options,acc_norm,0.7275132275132276,meta-llama-Meta-Llama-3-70B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0229309730716333,meta-llama-Meta-Llama-3-70B,generic_to_brand
medqa_4options,acc,0.7513227513227513,meta-llama-Meta-Llama-3-70B,none
medqa_4options,acc_stderr,0.0222618176924001,meta-llama-Meta-Llama-3-70B,none
medqa_4options,acc_norm,0.7513227513227513,meta-llama-Meta-Llama-3-70B,none
medqa_4options,acc_norm_stderr,0.0222618176924001,meta-llama-Meta-Llama-3-70B,none
b4b,acc,0.8255240443896424,meta-llama-Meta-Llama-3-70B,none
b4b,acc_stderr,0.0770072258857472,meta-llama-Meta-Llama-3-70B,none
b4b,acc_norm,0.8255240443896424,meta-llama-Meta-Llama-3-70B,none
b4b,acc_norm_stderr,0.0770072258857472,meta-llama-Meta-Llama-3-70B,none
b4bqa,acc,0.9012276785714286,meta-llama-Meta-Llama-3-70B,none
b4bqa,acc_stderr,0.0070499672296176,meta-llama-Meta-Llama-3-70B,none
b4bqa,acc_norm,0.9012276785714286,meta-llama-Meta-Llama-3-70B,none
b4bqa,acc_norm_stderr,0.0070499672296176,meta-llama-Meta-Llama-3-70B,none
medmcqa,acc,0.6666666666666666,meta-llama-Meta-Llama-3-70B,generic_to_brand
medmcqa,acc_stderr,0.0253063206000374,meta-llama-Meta-Llama-3-70B,generic_to_brand
medmcqa,acc_norm,0.6666666666666666,meta-llama-Meta-Llama-3-70B,generic_to_brand
medmcqa,acc_norm_stderr,0.0253063206000374,meta-llama-Meta-Llama-3-70B,generic_to_brand
medmcqa,acc,0.7816091954022989,meta-llama-Meta-Llama-3-70B,none
medmcqa,acc_stderr,0.0221792709687599,meta-llama-Meta-Llama-3-70B,none
medmcqa,acc_norm,0.7816091954022989,meta-llama-Meta-Llama-3-70B,none
medmcqa,acc_norm_stderr,0.0221792709687599,meta-llama-Meta-Llama-3-70B,none
medqa_4options,acc,0.7275132275132276,meta-llama-Meta-Llama-3-70B,generic_to_brand
medqa_4options,acc_stderr,0.0229309730716333,meta-llama-Meta-Llama-3-70B,generic_to_brand
medqa_4options,acc_norm,0.7275132275132276,meta-llama-Meta-Llama-3-70B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0229309730716333,meta-llama-Meta-Llama-3-70B,generic_to_brand
medqa_4options,acc,0.7513227513227513,meta-llama-Meta-Llama-3-70B,none
medqa_4options,acc_stderr,0.0222618176924001,meta-llama-Meta-Llama-3-70B,none
medqa_4options,acc_norm,0.7513227513227513,meta-llama-Meta-Llama-3-70B,none
medqa_4options,acc_norm_stderr,0.0222618176924001,meta-llama-Meta-Llama-3-70B,none
b4b,acc,0.7241060419235512,CohereForAI-c4ai-command-r-plus,none
b4b,acc_stderr,0.1228759303552726,CohereForAI-c4ai-command-r-plus,none
b4b,acc_norm,0.7241060419235512,CohereForAI-c4ai-command-r-plus,none
b4b,acc_norm_stderr,0.1228759303552726,CohereForAI-c4ai-command-r-plus,none
b4bqa,acc,0.8493303571428571,CohereForAI-c4ai-command-r-plus,none
b4bqa,acc_stderr,0.0084528548224941,CohereForAI-c4ai-command-r-plus,none
b4bqa,acc_norm,0.8493303571428571,CohereForAI-c4ai-command-r-plus,none
b4bqa,acc_norm_stderr,0.0084528548224941,CohereForAI-c4ai-command-r-plus,none
medmcqa,acc,0.4913793103448275,CohereForAI-c4ai-command-r-plus,generic_to_brand
medmcqa,acc_stderr,0.0268374165507371,CohereForAI-c4ai-command-r-plus,generic_to_brand
medmcqa,acc_norm,0.4913793103448275,CohereForAI-c4ai-command-r-plus,generic_to_brand
medmcqa,acc_norm_stderr,0.0268374165507371,CohereForAI-c4ai-command-r-plus,generic_to_brand
medmcqa,acc,0.6149425287356322,CohereForAI-c4ai-command-r-plus,none
medmcqa,acc_stderr,0.0261225340845161,CohereForAI-c4ai-command-r-plus,none
medmcqa,acc_norm,0.6149425287356322,CohereForAI-c4ai-command-r-plus,none
medmcqa,acc_norm_stderr,0.0261225340845161,CohereForAI-c4ai-command-r-plus,none
medqa_4options,acc,0.5661375661375662,CohereForAI-c4ai-command-r-plus,generic_to_brand
medqa_4options,acc_stderr,0.0255250343824749,CohereForAI-c4ai-command-r-plus,generic_to_brand
medqa_4options,acc_norm,0.5661375661375662,CohereForAI-c4ai-command-r-plus,generic_to_brand
medqa_4options,acc_norm_stderr,0.0255250343824749,CohereForAI-c4ai-command-r-plus,generic_to_brand
medqa_4options,acc,0.6031746031746031,CohereForAI-c4ai-command-r-plus,none
medqa_4options,acc_stderr,0.0251971010742464,CohereForAI-c4ai-command-r-plus,none
medqa_4options,acc_norm,0.6031746031746031,CohereForAI-c4ai-command-r-plus,none
medqa_4options,acc_norm_stderr,0.0251971010742464,CohereForAI-c4ai-command-r-plus,none
b4b,acc,0.7241060419235512,CohereForAI-c4ai-command-r-plus,none
b4b,acc_stderr,0.1228759303552726,CohereForAI-c4ai-command-r-plus,none
b4b,acc_norm,0.7241060419235512,CohereForAI-c4ai-command-r-plus,none
b4b,acc_norm_stderr,0.1228759303552726,CohereForAI-c4ai-command-r-plus,none
b4bqa,acc,0.8493303571428571,CohereForAI-c4ai-command-r-plus,none
b4bqa,acc_stderr,0.0084528548224941,CohereForAI-c4ai-command-r-plus,none
b4bqa,acc_norm,0.8493303571428571,CohereForAI-c4ai-command-r-plus,none
b4bqa,acc_norm_stderr,0.0084528548224941,CohereForAI-c4ai-command-r-plus,none
medmcqa,acc,0.4913793103448275,CohereForAI-c4ai-command-r-plus,generic_to_brand
medmcqa,acc_stderr,0.0268374165507371,CohereForAI-c4ai-command-r-plus,generic_to_brand
medmcqa,acc_norm,0.4913793103448275,CohereForAI-c4ai-command-r-plus,generic_to_brand
medmcqa,acc_norm_stderr,0.0268374165507371,CohereForAI-c4ai-command-r-plus,generic_to_brand
medmcqa,acc,0.6149425287356322,CohereForAI-c4ai-command-r-plus,none
medmcqa,acc_stderr,0.0261225340845161,CohereForAI-c4ai-command-r-plus,none
medmcqa,acc_norm,0.6149425287356322,CohereForAI-c4ai-command-r-plus,none
medmcqa,acc_norm_stderr,0.0261225340845161,CohereForAI-c4ai-command-r-plus,none
medqa_4options,acc,0.5661375661375662,CohereForAI-c4ai-command-r-plus,generic_to_brand
medqa_4options,acc_stderr,0.0255250343824749,CohereForAI-c4ai-command-r-plus,generic_to_brand
medqa_4options,acc_norm,0.5661375661375662,CohereForAI-c4ai-command-r-plus,generic_to_brand
medqa_4options,acc_norm_stderr,0.0255250343824749,CohereForAI-c4ai-command-r-plus,generic_to_brand
medqa_4options,acc,0.6031746031746031,CohereForAI-c4ai-command-r-plus,none
medqa_4options,acc_stderr,0.0251971010742464,CohereForAI-c4ai-command-r-plus,none
medqa_4options,acc_norm,0.6031746031746031,CohereForAI-c4ai-command-r-plus,none
medqa_4options,acc_norm_stderr,0.0251971010742464,CohereForAI-c4ai-command-r-plus,none
b4b,acc,0.657213316892725,CohereForAI-aya-23-35B,none
b4b,acc_stderr,0.1227199086054066,CohereForAI-aya-23-35B,none
b4b,acc_norm,0.657213316892725,CohereForAI-aya-23-35B,none
b4b,acc_norm_stderr,0.1227199086054066,CohereForAI-aya-23-35B,none
b4bqa,acc,0.7840401785714286,CohereForAI-aya-23-35B,none
b4bqa,acc_stderr,0.0097231692690656,CohereForAI-aya-23-35B,none
b4bqa,acc_norm,0.7840401785714286,CohereForAI-aya-23-35B,none
b4bqa,acc_norm_stderr,0.0097231692690656,CohereForAI-aya-23-35B,none
medmcqa,acc,0.4856321839080459,CohereForAI-aya-23-35B,generic_to_brand
medmcqa,acc_stderr,0.0268303221008756,CohereForAI-aya-23-35B,generic_to_brand
medmcqa,acc_norm,0.4856321839080459,CohereForAI-aya-23-35B,generic_to_brand
medmcqa,acc_norm_stderr,0.0268303221008756,CohereForAI-aya-23-35B,generic_to_brand
medmcqa,acc,0.5287356321839081,CohereForAI-aya-23-35B,none
medmcqa,acc_stderr,0.0267970418301041,CohereForAI-aya-23-35B,none
medmcqa,acc_norm,0.5287356321839081,CohereForAI-aya-23-35B,none
medmcqa,acc_norm_stderr,0.0267970418301041,CohereForAI-aya-23-35B,none
medqa_4options,acc,0.4788359788359788,CohereForAI-aya-23-35B,generic_to_brand
medqa_4options,acc_stderr,0.0257282309521307,CohereForAI-aya-23-35B,generic_to_brand
medqa_4options,acc_norm,0.4788359788359788,CohereForAI-aya-23-35B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0257282309521307,CohereForAI-aya-23-35B,generic_to_brand
medqa_4options,acc,0.5105820105820106,CohereForAI-aya-23-35B,none
medqa_4options,acc_stderr,0.0257455422760454,CohereForAI-aya-23-35B,none
medqa_4options,acc_norm,0.5105820105820106,CohereForAI-aya-23-35B,none
medqa_4options,acc_norm_stderr,0.0257455422760454,CohereForAI-aya-23-35B,none
b4b,acc,0.657213316892725,CohereForAI-aya-23-35B,none
b4b,acc_stderr,0.1227199086054066,CohereForAI-aya-23-35B,none
b4b,acc_norm,0.657213316892725,CohereForAI-aya-23-35B,none
b4b,acc_norm_stderr,0.1227199086054066,CohereForAI-aya-23-35B,none
b4bqa,acc,0.7840401785714286,CohereForAI-aya-23-35B,none
b4bqa,acc_stderr,0.0097231692690656,CohereForAI-aya-23-35B,none
b4bqa,acc_norm,0.7840401785714286,CohereForAI-aya-23-35B,none
b4bqa,acc_norm_stderr,0.0097231692690656,CohereForAI-aya-23-35B,none
medmcqa,acc,0.4856321839080459,CohereForAI-aya-23-35B,generic_to_brand
medmcqa,acc_stderr,0.0268303221008756,CohereForAI-aya-23-35B,generic_to_brand
medmcqa,acc_norm,0.4856321839080459,CohereForAI-aya-23-35B,generic_to_brand
medmcqa,acc_norm_stderr,0.0268303221008756,CohereForAI-aya-23-35B,generic_to_brand
medmcqa,acc,0.5287356321839081,CohereForAI-aya-23-35B,none
medmcqa,acc_stderr,0.0267970418301041,CohereForAI-aya-23-35B,none
medmcqa,acc_norm,0.5287356321839081,CohereForAI-aya-23-35B,none
medmcqa,acc_norm_stderr,0.0267970418301041,CohereForAI-aya-23-35B,none
medqa_4options,acc,0.4788359788359788,CohereForAI-aya-23-35B,generic_to_brand
medqa_4options,acc_stderr,0.0257282309521307,CohereForAI-aya-23-35B,generic_to_brand
medqa_4options,acc_norm,0.4788359788359788,CohereForAI-aya-23-35B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0257282309521307,CohereForAI-aya-23-35B,generic_to_brand
medqa_4options,acc,0.5105820105820106,CohereForAI-aya-23-35B,none
medqa_4options,acc_stderr,0.0257455422760454,CohereForAI-aya-23-35B,none
medqa_4options,acc_norm,0.5105820105820106,CohereForAI-aya-23-35B,none
medqa_4options,acc_norm_stderr,0.0257455422760454,CohereForAI-aya-23-35B,none
b4b,acc,0.8372379778051788,Qwen-Qwen2-72B,none
b4b,acc_stderr,0.0721609870304296,Qwen-Qwen2-72B,none
b4b,acc_norm,0.8372379778051788,Qwen-Qwen2-72B,none
b4b,acc_norm_stderr,0.0721609870304296,Qwen-Qwen2-72B,none
b4bqa,acc,0.91015625,Qwen-Qwen2-72B,none
b4bqa,acc_stderr,0.0067570031328811,Qwen-Qwen2-72B,none
b4bqa,acc_norm,0.91015625,Qwen-Qwen2-72B,none
b4bqa,acc_norm_stderr,0.0067570031328811,Qwen-Qwen2-72B,none
medmcqa,acc,0.7155172413793104,Qwen-Qwen2-72B,generic_to_brand
medmcqa,acc_stderr,0.0242199526356307,Qwen-Qwen2-72B,generic_to_brand
medmcqa,acc_norm,0.7155172413793104,Qwen-Qwen2-72B,generic_to_brand
medmcqa,acc_norm_stderr,0.0242199526356307,Qwen-Qwen2-72B,generic_to_brand
medmcqa,acc,0.7787356321839081,Qwen-Qwen2-72B,none
medmcqa,acc_stderr,0.0222836345106867,Qwen-Qwen2-72B,none
medmcqa,acc_norm,0.7787356321839081,Qwen-Qwen2-72B,none
medmcqa,acc_norm_stderr,0.0222836345106867,Qwen-Qwen2-72B,none
medqa_4options,acc,0.7407407407407407,Qwen-Qwen2-72B,generic_to_brand
medqa_4options,acc_stderr,0.0225698970749184,Qwen-Qwen2-72B,generic_to_brand
medqa_4options,acc_norm,0.7407407407407407,Qwen-Qwen2-72B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0225698970749184,Qwen-Qwen2-72B,generic_to_brand
medqa_4options,acc,0.753968253968254,Qwen-Qwen2-72B,none
medqa_4options,acc_stderr,0.0221820372029483,Qwen-Qwen2-72B,none
medqa_4options,acc_norm,0.753968253968254,Qwen-Qwen2-72B,none
medqa_4options,acc_norm_stderr,0.0221820372029483,Qwen-Qwen2-72B,none
b4b,acc,0.8372379778051788,Qwen-Qwen2-72B,none
b4b,acc_stderr,0.0721609870304296,Qwen-Qwen2-72B,none
b4b,acc_norm,0.8372379778051788,Qwen-Qwen2-72B,none
b4b,acc_norm_stderr,0.0721609870304296,Qwen-Qwen2-72B,none
b4bqa,acc,0.91015625,Qwen-Qwen2-72B,none
b4bqa,acc_stderr,0.0067570031328811,Qwen-Qwen2-72B,none
b4bqa,acc_norm,0.91015625,Qwen-Qwen2-72B,none
b4bqa,acc_norm_stderr,0.0067570031328811,Qwen-Qwen2-72B,none
medmcqa,acc,0.7155172413793104,Qwen-Qwen2-72B,generic_to_brand
medmcqa,acc_stderr,0.0242199526356307,Qwen-Qwen2-72B,generic_to_brand
medmcqa,acc_norm,0.7155172413793104,Qwen-Qwen2-72B,generic_to_brand
medmcqa,acc_norm_stderr,0.0242199526356307,Qwen-Qwen2-72B,generic_to_brand
medmcqa,acc,0.7787356321839081,Qwen-Qwen2-72B,none
